Title_Review,Pros,Cons,id,Stars,Company_name,Recommend,CEO_approval,Business_outlook,Location,Date,Employee_type,Employee_sen,neg,neu,pos,pros_comp,neg,neu,pos,cons_comp,avg_comp,pros_sent,cons_sent,avg_sent
"['best', 'place', 'work']","['techno', '....', 'incredible', 'everyday', 'day', '1', 'access', 'lot', 'ressource', 'dev', 'time', '...']","['rapid', 'pace', 'need', 'put', 'time', 'effort', 'achieve', 'goal']",empReview_67513832,5.0,Amazon,positive,positive,positive,"Montreal, QC",2022-08-03,current employee,<1 yrs,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,negative,negative,negative
"['good', 'people']","['good', 'people', 'good', 'work', 'environment']","['little', 'staff', 'bad', 'working', 'hour']",empReview_67510576,4.0,Amazon,neutral,neutral,neutral,,2022-08-03,former employee,<1 yrs,0.0,0.341,0.659,0.7003,0.392,0.608,0.0,-0.4976,0.10135000000000002,positive,negative,positive
['good'],"['get', 'learn', 'new', 'thing']","['heavy', 'work', 'much', 'pressure', 'quality']",empReview_67533911,4.0,Amazon,positive,positive,positive,,2022-08-04,current employee,<1 yrs,0.0,1.0,0.0,0.0,0.268,0.732,0.0,-0.296,-0.148,negative,negative,negative
"['best', 'onboarding', 'experience']","['extremely', 'structure', 'detail', 'mostly', 'self-service', 'onboarding', 'blown', 'away', 'good', 'way', 'bit', 'skeptical', 'culture', 'surprise', 'team', 'people', 'interact', 'far', 'collaborative', 'helpful', 'humble', 'amaze', 'wealth', 'information', 'available', 'anyone', 'eager', 'learn', 'create', 'impact']","['big', 'deal', 'expect', 'wo', ""n't"", 'free', 'food', 'unlike', 'big', 'tech', 'company', 'compensation', 'competitive', 'extra', 'ordinary', 'perhaps', ""n't"", 'negotiate', 'package', ""n't"", 'make', 'mistake']",empReview_67487477,5.0,Amazon,positive,positive,positive,"Toronto, ON",2022-08-03,current employee,<1 yrs,0.019,0.696,0.285,0.9734,0.072,0.834,0.094,0.0132,0.4933,positive,negative,positive
"['warehouse', 'associate']","['good', 'pay', 'decent', 'hour', 'good', 'team', 'vacation', 'pay']","['bad', 'management', 'lot', 'work', 'bad', 'work', 'life', 'balance']",empReview_68846901,1.0,Amazon,neutral,neutral,neutral,,2022-09-08,former employee,,0.222,0.317,0.46,0.6124,0.5,0.5,0.0,-0.7906,-0.08909999999999996,positive,negative,negative
"['team', 'work', 'fine', 'aws', 'really', 'horrible']","['team', 'work', 'fine', 'busy', 'pay', 'fair']","['hate', 'oncall', 'many', 'time', 'phone', 'scream', 'many', 'time', 'middle', 'night']",empReview_66587725,3.0,Amazon,neutral,neutral,neutral,"Toronto, ON",2022-07-12,current employee,8-10 yrs,0.085,0.667,0.248,0.4019,0.316,0.684,0.0,-0.7184,-0.15825000000000003,positive,negative,negative
"['slavery', 'extra', 'step']","['take', 'year', 'life', 'youre', 'suicidal', 'help']","['pay', 'crumb', 'compare', 'manual', 'labour', 'job']",empReview_67400023,1.0,Amazon,negative,negative,negative,"Ottawa, ON",2022-08-01,current employee,1-3 yrs,0.259,0.599,0.142,-0.4877,0.0,1.0,0.0,0.0,-0.24385,negative,negative,negative
['good'],"['nice', 'people', 'help']","['dont', 'want', 'help']",empReview_66001982,4.0,Amazon,neutral,neutral,neutral,,2022-06-27,former employee,<1 yrs,0.0,0.353,0.647,0.6705,0.537,0.463,0.0,-0.357,0.15675,positive,negative,positive
"['amazon', 'operation']","['great', 'medical', 'insurance', 'cover', 'canadian', 'plan']","['culture', 'could', 'better']",empReview_66500375,3.0,Amazon,neutral,neutral,neutral,"Toronto, ON",2022-07-09,current employee,<1 yrs,0.0,0.687,0.313,0.6249,0.0,0.58,0.42,0.4404,0.5326500000000001,positive,positive,positive
"['good', 'place', 'use', 'restroom']","['great', 'money', 'free', 'marathon', 'training']","['cant', 'really', 'think', 'anything', 'man']",empReview_65946685,5.0,Amazon,negative,positive,positive,,2022-06-24,former employee,1-3 yrs,0.0,0.288,0.712,0.8126,0.0,1.0,0.0,0.0,0.4063,positive,negative,positive
"['good', 'growth']","['good', 'company', 'growth', 'opportunity']","['sometime', 'get', 'intensive']",empReview_65954703,5.0,Amazon,neutral,neutral,neutral,,2022-06-24,current employee,,0.0,0.198,0.802,0.7964,0.0,1.0,0.0,0.0,0.3982,positive,negative,positive
"['good', 'place']","['nothing', 'place', 'good']","['everything', 'every', 'department', 'bad']",empReview_67348614,1.0,Amazon,negative,negative,negative,"Brampton, ON",2022-07-30,former employee,1-3 yrs,0.0,0.58,0.42,0.4404,0.412,0.588,0.0,-0.5423,-0.050949999999999995,positive,negative,negative
['stow'],"['salary', 'time', 'holiday', 'pay', 'overall', 'good', 'part', 'time', 'job']","['competition', 'high', 'get', 'managament']",empReview_66481844,3.0,Amazon,positive,negative,error,,2022-07-09,current employee,1-3 yrs,0.093,0.533,0.373,0.6369,0.0,1.0,0.0,0.0,0.31845,positive,negative,positive
"['result', 'driven', 'high', 'performance', 'culture']","['opportunity', 'direct', 'casual', 'culture']","[""'s"", 'ocean', 'information', 'sometimes', 'try', 'find', 'right', 'poc', 'take', 'sometime']",empReview_65928975,5.0,Amazon,neutral,neutral,neutral,"Toronto, ON",2022-06-24,current employee,1-3 yrs,0.0,0.405,0.595,0.5267,0.0,1.0,0.0,0.0,0.26335,positive,negative,positive
"['terrible', 'workplace']","['pro', 'terrible', 'place', 'work']","['everything', 'con', 'work']",empReview_67319834,1.0,Amazon,neutral,neutral,neutral,"Ottawa, ON",2022-07-29,former employee,<1 yrs,0.251,0.457,0.292,0.091,0.0,1.0,0.0,0.0,0.0455,negative,negative,negative
"[""n't"", 'sell', 'soul', 'amazon']","['learn', 'lot', 'learn', 'deal', 'adult', 'act', 'like', 'child', 'feel', 'entitle', 'work', 'high-pressure', 'fast', 'pace', 'environment', 'constantly', 'solve', 'problem']","['work', '15+', 'hour', 'norm', 'environment', 'toxic', 'end', 'feeling', 'like', 'babysitting', 'adult', 'add', 'much', 'drama', 'simple', 'job', 'upper', 'management', 'support', 'lot', 'discrimination', 'towards', 'woman', 'people', 'india', 'location']",empReview_60221860,2.0,Amazon,neutral,error,error,,2022-02-24,former employee,,0.068,0.756,0.176,0.5106,0.04,0.838,0.122,0.5423,0.5264500000000001,positive,positive,positive
['decent'],"['good', 'pay', 'benefit', 'flexible', 'timing', 'good', 'management']","['long', 'shift', 'tire', 'work', 'bad', 'environment']",empReview_59326154,4.0,Amazon,neutral,neutral,neutral,"Toronto, ON",2022-02-08,current employee,,0.102,0.146,0.752,0.836,0.412,0.588,0.0,-0.5423,0.14684999999999998,positive,negative,positive
['cool'],"['good', 'job', 'amaze']","['lot', 'work', 'much', 'money']",empReview_59326273,4.0,Amazon,neutral,neutral,neutral,,2022-02-08,current employee,,0.454,0.331,0.215,-0.4867,0.0,1.0,0.0,0.0,-0.24335,negative,negative,negative
"['entreprenaurial', 'environment']","['amazon/aws', 'provide', 'entreprenaurial', 'environment', 'enables', 'lot', 'learn', 'fast']","['none', 'far', 'new', 'hire']",empReview_59373838,4.0,Amazon,positive,positive,neutral,"Vancouver, BC",2022-02-09,current employee,<1 yrs,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,negative,negative,negative
"['get', 'good']","['valuable', 'experience', 'great', 'career', 'growth', 'opportunity', 'interest', 'problem', 'work']","['take', 'make', 'meaningful', 'contribution', 'success', 'depend', 'teammate', 'least', 'begin']",empReview_59375945,4.0,Amazon,positive,positive,error,"Vancouver, BC",2022-02-09,current employee,<1 yrs,0.105,0.31,0.585,0.9081,0.0,0.76,0.24,0.7184,0.81325,positive,positive,positive
"['great', 'place', 'work']","['employee', 'benefit', 'career', 'choice', 'pto', 'best', 'part']","['tot', 'bad', 'part']",empReview_59248548,5.0,Amazon,positive,positive,positive,,2022-02-07,current employee,1-3 yrs,0.0,0.507,0.493,0.7783,0.406,0.594,0.0,-0.6249,0.07669999999999999,positive,negative,negative
"['focused', 'training', 'great', 'team', 'support']","['plenty', 'peer', 'support', 'many', 'opportunity', 'career', 'growth', 'direction', 'nice', 'pay', 'benefit', 'much', 'train', 'available']","['overwhelm', 'time', 'try', 'keep', 'pace', 'technology']",empReview_59252088,5.0,Amazon,positive,positive,positive,,2022-02-07,current employee,<1 yrs,0.051,0.469,0.48,0.8979,0.0,1.0,0.0,0.0,0.44895,positive,negative,positive
"['excellent', 'work', 'environment']","['great', 'team', 'excellent', 'on-boarding', 'experience']","['new', 'org', 'none', 'moment']",empReview_59253949,5.0,Amazon,positive,positive,positive,"Toronto, ON",2022-02-07,current employee,<1 yrs,0.0,0.331,0.669,0.8439,0.0,1.0,0.0,0.0,0.42195,positive,negative,positive
['terrible'],"['pro', 'mention']","['many', 'con', 'mention']",empReview_61221583,1.0,Amazon,neutral,neutral,neutral,,2022-03-15,former employee,<1 yrs,0.355,0.645,0.0,-0.296,0.0,1.0,0.0,0.0,-0.148,negative,negative,negative
"['dsp', 'driver']","['micro', 'manage', 'work', 'alone', 'flexible', 'schedule']","['crazy', 'workload', 'driver', 'treat', 'well']",empReview_61235911,1.0,Amazon,neutral,neutral,neutral,"Montreal, QC",2022-03-15,current employee,,0.225,0.562,0.213,-0.0258,0.457,0.543,0.0,-0.4963,-0.26105,negative,negative,negative
"['okay', 'work', 'part', 'time']","['good', 'place', 'work', 'part', 'time']","['con', 'work', 'part', 'time']",empReview_44489919,4.0,Amazon,positive,error,positive,,2021-03-24,current employee,<1 yrs,0.0,0.633,0.367,0.4404,0.306,0.694,0.0,-0.296,0.07220000000000001,positive,negative,negative
['work'],"['good', 'benefit', 'like', 'pay', 'time', 'medical', 'dental']","['proper', 'train', 'boring', 'repetitve']",empReview_46177197,1.0,Amazon,negative,neutral,negative,"Toronto, ON",2021-04-28,current employee,<1 yrs,0.0,0.385,0.615,0.7906,0.489,0.511,0.0,-0.5849,0.10285,positive,negative,positive
"['good', 'company']","['growth', 'potential', 'high']","['stressfull', 'sometimes', 'busy', 'season']",empReview_44429692,4.0,Amazon,neutral,neutral,neutral,"Toronto, ON",2021-03-23,current employee,,0.0,0.606,0.394,0.3818,0.0,1.0,0.0,0.0,0.1909,positive,negative,positive
['amazon'],"['provide', 'work', 'pandemic']","['pay', 'minimal', 'long', 'hour']",empReview_45053537,3.0,Amazon,neutral,neutral,neutral,"Toronto, ON",2021-04-05,current employee,,0.0,1.0,0.0,0.0,0.189,0.811,0.0,-0.1027,-0.05135,negative,negative,negative
['ok'],"['learn', 'lot', 'responsible', 'front', 'end', 'development']","['draining', 'lot', 'time', 'wlb']",empReview_44347850,4.0,Amazon,neutral,neutral,neutral,"Vancouver, BC",2021-03-21,current employee,1-3 yrs,0.0,0.85,0.15,0.3182,0.239,0.761,0.0,-0.296,0.011099999999999999,positive,negative,negative
"['pretty', 'good']","['pretty', 'easy', 'good', 'money']","['job', 'isolate', 'time']",empReview_45010144,3.0,Amazon,positive,error,error,"Balzac, AB",2021-04-04,former employee,<1 yrs,0.0,0.308,0.692,0.8402,0.0,1.0,0.0,0.0,0.4201,positive,negative,positive
"['overall', 'pretty', 'good']","['decent', 'tc', 'lot', 'work', 'interesting', 'project', 'freedom', 'task', 'selection', 'good', 'people', 'team', 'really', 'nice', 'management']","['salary', 'cliff', '5', 'year']",empReview_44313911,5.0,Amazon,positive,positive,positive,"Vancouver, BC",2021-03-20,current employee,,0.0,0.569,0.431,0.9168,0.0,1.0,0.0,0.0,0.4584,positive,negative,positive
"['much', 'oncall']","['nice', 'tech', 'good', 'coworkers', 'mostly', 'competent', 'management']","['long', 'hour', 'grumpy', 'tech', 'hard', 'use', 'system']",empReview_44983658,3.0,Amazon,positive,error,positive,"Vancouver, BC",2021-04-03,current employee,,0.0,0.333,0.667,0.7906,0.149,0.851,0.0,-0.1027,0.34395,positive,negative,positive
['great'],"['great', 'nice', 'workplace']","['co', 'worker', 'various', 'background', 'mean']",empReview_44040446,5.0,Amazon,negative,error,positive,"Brampton, ON",2021-03-15,current employee,,0.0,0.358,0.642,0.8008,0.0,1.0,0.0,0.0,0.4004,positive,negative,positive
"['great', 'company', 'start']","['good', 'benefit', 'become', 'full', 'time']","['long', 'hour', 'stand', 'short', 'break']",empReview_44279544,4.0,Amazon,neutral,neutral,neutral,,2021-03-19,former employee,,0.0,0.522,0.478,0.6705,0.0,1.0,0.0,0.0,0.33525,positive,negative,positive
"['good', 'place', 'hardworking', 'people']","['good', 'pay', 'complete', 'hour', 'good', 'relationship']","['work', 'get', 'really', 'hard', 'target', 'may', 'high', 'exhaust']",empReview_42929775,5.0,Amazon,positive,neutral,neutral,"Westminster, BC",2021-02-22,current employee,,0.137,0.294,0.569,0.6597,0.295,0.705,0.0,-0.4927,0.08349999999999996,positive,negative,negative
[],"['good', 'pay', 'operation', 'drive', 'fast', 'paced']","['toxic', 'work', 'hour', 'work/life', 'balance']",empReview_43748224,2.0,Amazon,neutral,neutral,neutral,,2021-03-09,current employee,<1 yrs,0.169,0.482,0.349,0.3612,0.306,0.694,0.0,-0.296,0.03260000000000002,positive,negative,negative
"['nice', 'work', 'place']","['nice', 'work', 'culture', 'friendly', 'people']","['long-standing', 'hour', 'senior', 'management', 'support', 'time', 'need']",empReview_42915647,4.0,Amazon,positive,positive,error,"Mississauga, ON",2021-02-22,current employee,<1 yrs,0.0,0.333,0.667,0.7184,0.17,0.83,0.0,-0.3089,0.20475000000000002,positive,negative,positive
['amazon'],"['personal', 'time', 'different', 'job', 'day']","['long', 'hour', 'manditory', 'overtime', 'peak']",empReview_42928702,4.0,Amazon,neutral,neutral,neutral,,2021-02-22,former employee,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,negative,negative,negative
"['good', 'workplace']","['good', 'team', 'work']","['10', 'long', 'stand', 'hour', 'staff', 'always', 'follow', 'coivd', 'rule', 'like', 'space', 'distance']",empReview_43668969,3.0,Amazon,neutral,positive,positive,"Vaughan, ON",2021-03-08,former employee,<1 yrs,0.0,0.58,0.42,0.4404,0.0,0.828,0.172,0.3612,0.40080000000000005,positive,positive,positive
['boring'],"['health', 'benefit', 'day', 'one']","['bore', 'repetitive', 'work', 'long', 'hour', 'low', 'pay']",empReview_43716799,2.0,Amazon,negative,neutral,positive,"Ottawa, ON",2021-03-09,former employee,<1 yrs,0.0,0.606,0.394,0.3818,0.722,0.278,0.0,-0.7003,-0.15925000000000003,positive,negative,negative
"['bad', 'place', 'work', 'need', 'job', 'lot', 'hour']","['lot', 'hour', 'good', 'benefit']","['meet', '60', 'hour', 'week', 'shift', 'get', 'long']",empReview_42890172,4.0,Amazon,positive,error,positive,"Ottawa, ON",2021-02-22,former employee,<1 yrs,0.0,0.353,0.647,0.6705,0.0,1.0,0.0,0.0,0.33525,positive,negative,positive
"['sale', 'representative']","['high', 'benefit', 'complete', 'insurance', 'good', 'quality']",['idea'],empReview_42824694,5.0,Amazon,positive,positive,positive,"Vancouver, BC",2021-02-20,current employee,,0.0,0.476,0.524,0.6705,0.0,1.0,0.0,0.0,0.33525,positive,negative,positive
['yes'],"['money', 'money', 'money', 'money', 'money']","['capitalism', 'bad', 'hate']",empReview_44684349,1.0,Amazon,neutral,neutral,neutral,,2021-03-28,former employee,,0.0,1.0,0.0,0.0,0.608,0.392,0.0,-0.8297,-0.41485,negative,negative,negative
"['good', 'covid', 'time']","['nothing', 'nada', 'zip', 'maybe', 'hour']","['overwork', 'mixed', 'message', 'repititive', 'work']",empReview_43619650,2.0,Amazon,neutral,neutral,neutral,"Brampton, ON",2021-03-07,current employee,<1 yrs,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,negative,negative,negative
"['stressful', 'life', 'peace', 'mind', 'highly', 'painful', 'physically']","['good', 'medical', 'benefit']","['bad', 'work', 'life', 'balance', 'highly', 'physically', 'demand', 'target', 'orient', 'e.g', 'achieve', '100', 'pieces/hr', 'increase', '150/hr', '200', '250', 'keep', 'increase', 'tummy', 'never', 'satisfy', 'always', 'forget', 'employee', 'human', 'highly', 'hypocrite', 'term', 'safety', 'keep', 'propagate', 'world', 'safety', 'first', 'behind', 'door', 'productivity', 'safety']",empReview_40807389,2.0,Amazon,negative,neutral,error,"Calgary, AB",2021-01-15,former employee,1-3 yrs,0.0,0.421,0.579,0.6705,0.141,0.784,0.075,-0.5863,0.04209999999999997,positive,negative,negative
['nothing'],"['brand', 'company', 'work']","['reasonable', 'work', 'warehouse', 'associate']",empReview_40743037,2.0,Amazon,negative,positive,negative,"Concord, ON",2021-01-14,current employee,<1 yrs,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,negative,negative,negative
"['good', 'overall']","['good', 'environment', 'friendly', 'everyone', 'helpful']","['competitive', 'seem', 'like', 'life', 'work', 'balance']",empReview_40648191,3.0,Amazon,negative,neutral,neutral,"Vancouver, BC",2021-01-13,former employee,<1 yrs,0.0,0.352,0.648,0.8479,0.15,0.544,0.306,0.3167,0.5823,positive,positive,positive
"['career', 'growth']","['good', 'wlb', 'team', 'good', 'manager']","['bad', 'project', 'path', 'promotion']",empReview_40667996,3.0,Amazon,neutral,neutral,neutral,"Vancouver, BC",2021-01-13,current employee,,0.0,0.463,0.537,0.7003,0.588,0.412,0.0,-0.6908,0.004750000000000032,positive,negative,negative
"['poor', 'work', 'life', 'balance']","['good', 'money', 'work']","['bad', 'work-life', 'balance', 'cut', 'throat']",empReview_40689012,2.0,Amazon,neutral,neutral,neutral,"Vancouver, BC",2021-01-14,current employee,,0.0,0.633,0.367,0.4404,0.651,0.349,0.0,-0.6808,-0.12019999999999997,positive,negative,negative
"['want', 'hard', 'work', 'amazon', 'good', 'place']","['learn', 'lot', 'grow', 'leadership']","['leadership', 'need', 'big', 'stress', 'overwork']",empReview_40704563,2.0,Amazon,negative,error,positive,,2021-01-14,current employee,1-3 yrs,0.0,1.0,0.0,0.0,0.359,0.641,0.0,-0.4215,-0.21075,negative,negative,negative
['bad'],"['good', 'pay', 'good', 'benefit', 'experience']","['work', 'like', 'dog', 'really', 'bad', 'toxic', 'set']",empReview_40574057,3.0,Amazon,neutral,neutral,neutral,"Toronto, ON",2021-01-12,current employee,1-3 yrs,0.13,0.093,0.778,0.7906,0.309,0.488,0.203,-0.3167,0.23695,positive,negative,positive
"['entry', 'level', 'job']","['need', 'able', 'work']","['long', 'hrs', 'hard', 'floor']",empReview_40616525,3.0,Amazon,positive,error,error,"Delta, BC",2021-01-13,former employee,<1 yrs,0.0,1.0,0.0,0.0,0.259,0.741,0.0,-0.1027,-0.05135,negative,negative,negative
"['good', 'benefit', 'good', 'place', 'work']","['hire', 'fulltime', 'permanent', 'rarely', 'happen', 'benefit', 'day', '1']","['managerial', 'style', 'way', 'day', 'look', 'people', 'bad', 'thing', 'matter', 'amazon', 'number']",empReview_40617564,3.0,Amazon,negative,error,neutral,"Toronto, ON",2021-01-13,current employee,<1 yrs,0.0,0.842,0.158,0.4588,0.153,0.726,0.121,-0.4201,0.019350000000000006,positive,negative,negative
"['work', 'amazon']","['pro', 'work']","['everything', 'sweatshop']",empReview_40581470,2.0,Amazon,negative,negative,negative,"Calgary, AB",2021-01-12,former employee,,0.306,0.694,0.0,-0.296,0.0,1.0,0.0,0.0,-0.148,negative,negative,negative
"['duri', 'se', 'jyada', 'sapne', 'jaruri']","['amazon', 'best', 'e-commerce', 'company', 'friend', 'give', 'suggestion', 'job', 'amazon']","['one', 'challenge', 'distance', '...']",empReview_73155248,5.0,Amazon,neutral,positive,neutral,,2023-01-30,current employee,1-3 yrs,0.0,0.526,0.474,0.8689,0.0,0.86,0.14,0.0772,0.47305,positive,negative,positive
"['fun', 'active', 'flexible']","['thing', 'love', 'constantly', 'active', 'shift', '-helpful', 'colleague', 'manager', 'thing', 'get', 'bit', 'hectic', '-paid', 'time', 'option', 'work', 'consistently', '-flexible', 'shift', 'offer', 'seasonal', 'position']","['con', 'amazon', 'warehouse', 'experience']",empReview_73157235,5.0,Amazon,positive,positive,positive,"York, NY",2023-01-31,current employee,<1 yrs,0.0,0.745,0.255,0.8834,0.202,0.642,0.156,-0.128,0.3777,positive,negative,positive
"['amazon', 'one', 'best', 'company', 'work']","['independence', 'place', 'idea', 'flexible', 'work', 'hour', 'growth', 'opportunity']","['3', 'month', ""n't"", 'see', 'con', 'yet']",empReview_73158157,5.0,Amazon,positive,positive,positive,Operations in Bangalore,2023-01-31,current employee,<1 yrs,0.0,0.496,0.504,0.7269,0.0,1.0,0.0,0.0,0.36345,positive,negative,positive
"['good', 'pay', 'mixed', 'experience']","['exposure', 'big', 'company', 'tool']","['constant', 'fear', 'job', 'security']",empReview_73159827,5.0,Amazon,neutral,neutral,neutral,"Seattle, WA",2023-01-31,current employee,<1 yrs,0.0,1.0,0.0,0.0,0.333,0.417,0.25,-0.2023,-0.10115,negative,negative,negative
['pressure'],"['salary', 'great', 'helpful', 'teammate']","['much', 'pressure', 'new', 'grad']",empReview_73161998,5.0,Amazon,positive,neutral,error,,2023-01-31,current employee,,0.0,0.303,0.697,0.7845,0.268,0.732,0.0,-0.296,0.24425,positive,negative,positive
"['amaze', 'place', 'work']","['2', 'month', 'since', 'join', 'amazon', 'work', 'culture', 'team', 'amaze', 'easy', 'work']","['nothing', 'write']",empReview_73162581,5.0,Amazon,positive,positive,positive,Auditor in Bangalore,2023-01-31,current employee,<1 yrs,0.0,0.689,0.311,0.8966,0.0,1.0,0.0,0.0,0.4483,positive,negative,positive
"['great', 'company']","['amaze', 'company', 'love', 'fantastic']","['non', 'maybe', 'well', 'pay']",empReview_73163079,5.0,Amazon,positive,positive,neutral,,2023-01-31,current employee,,0.0,0.147,0.853,0.9118,0.184,0.395,0.42,0.4199,0.66585,positive,positive,positive
"['onboarding', 'first', '3', 'month', 'amazon']","['culture', 'inclusion', 'great', 'great', 'supportive', 'team', 'workmates', 'help', 'master', 'activity', 'job', 'role', 'manager', 'supportive', 'help', 'understand', 'job', 'role', 'mentor', 'programme', 'effective', 'onboarding', 'process', 'realistic', 'prepares', 'become', 'quickly', 'effective', 'productive', 'team', 'member']","['prepared', 'put', 'decent', 'effort', 'learn', 'perform', 'work', 'role', 'onboarding', 'activity', 'plenty', 'seem', 'daunt', 'good', 'support', 'management', 'mentor', 'team', 'member', 'doable']",empReview_73163241,5.0,Amazon,positive,positive,positive,"Dublin, Dublin",2023-01-31,current employee,<1 yrs,0.0,0.671,0.329,0.9752,0.0,0.815,0.185,0.8338,0.9045,positive,positive,positive
"['best', 'place', 'start', 'carrier']","['great', 'culture', 'work-life', 'balance']","['pay', 'compensation', 'yearly', 'review']",empReview_73163462,5.0,Amazon,neutral,negative,neutral,,2023-01-31,current employee,3-5 yrs,0.0,0.494,0.506,0.6249,0.189,0.811,0.0,-0.1027,0.2611,positive,negative,positive
['good'],"['get', 'see', 'lot', 'new', 'area', 'learn', 'new', 'thing']","['drive', 'stormy', 'weather']",empReview_73166267,5.0,Amazon,positive,positive,positive,,2023-01-31,former employee,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,negative,negative,negative
['amazon'],"['great', 'company', 'work']","['nothing', 'con']",empReview_72471146,5.0,Amazon,neutral,positive,neutral,,2023-01-09,current employee,,0.0,0.494,0.506,0.6249,0.0,0.679,0.321,0.2235,0.4242,positive,positive,positive
['good'],"['excellent', 'good', 'nice', 'growth', 'flexible']","['need', 'improve', 'still', 'much']",empReview_72472282,5.0,Amazon,neutral,neutral,neutral,,2023-01-10,current employee,,0.0,0.0,1.0,0.9169,0.0,0.633,0.367,0.4404,0.67865,positive,positive,positive
"['work', 'culture']","['great', 'place', 'work', 'healthy', 'work', 'environment', 'systematic', 'distribution', 'work', 'help', 'avoid', 'excessive', 'work', 'load', 'employee', 'manager', 'hr', ""'s"", 'always', 'help', 'recreational', 'activity', 'give', 'importance', 'enhance', 'employee', ""'s"", 'overall', 'work', 'environment']","['annual', 'hike', 'minimal', 'growth', 'take', 'time']",empReview_72472524,5.0,Amazon,positive,neutral,neutral,Analyst in Bangalore,2023-01-10,former employee,1-3 yrs,0.041,0.646,0.314,0.93,0.0,0.709,0.291,0.4364,0.6832,positive,positive,positive
"['work', 'condition']","['great', 'condition', 'work', 'friendly', 'team']","['work', 'get', 'overly', 'complicate', 'sometimes']",empReview_72473095,5.0,Amazon,neutral,neutral,neutral,,2023-01-10,current employee,,0.0,0.407,0.593,0.8074,0.0,1.0,0.0,0.0,0.4037,positive,negative,positive
"['external', 'hire']","['toward', 'culture', 'help', 'make', 'sure', 'seek', 'understand', 'prior', 'us', 'implement', 'sanction', 'employee', 'leadership', 'principles', 'tenet', 'etc', 'driven', 'observed', 'day', 'day', 'activity', 'something', 'see', 'web', 'page', 'post', 'office']","['hire', 'process', 'could', 'make', 'good', 'communication', 'skill', 'could', 'gauge', 'little', 'e.g', 'scenario', 'base', 'question', 'mock', 'call', 'customer', 'service', 'skill', 'align', 'tenet', 'would', 'also', 'observe', 'well', 'competitiveness', 'resourcefulness', 'applicant', 'would', 'rat']",empReview_72474723,5.0,Amazon,positive,positive,positive,,2023-01-10,current employee,<1 yrs,0.0,0.907,0.093,0.5994,0.056,0.843,0.1,0.296,0.4477,positive,positive,positive
"['marketing', 'manager']","['depends', 'team', 'general', 'great', 'colleague', 'inclusive', 'atmosphere', 'lot', 'development', 'opportunity']","['hustle', 'culture', 'competitive', 'job', 'great', 'enough']",empReview_72474920,5.0,Amazon,positive,positive,positive,Manager in Berlin,2023-01-10,current employee,5-8 yrs,0.0,0.653,0.347,0.8765,0.0,0.663,0.337,0.7264,0.80145,positive,positive,positive
"['good', 'employer', 'benefit']","['good', 'benefit', 'good', 'work', 'culture', 'help', 'colleague']","['feel', 'bit', 'lost', 'begining']",empReview_72475370,5.0,Amazon,positive,error,error,"London, England",2023-01-10,current employee,<1 yrs,0.0,0.221,0.779,0.8625,0.247,0.753,0.0,-0.3182,0.27215,positive,negative,positive
['amazon'],"['grow', 'amazon', 'good', 'aim', 'achieve', 'something', 'big', 'amazon', 'support', 'grow', 'much', 'talent', 'skill']","['person', 'come', 'sit', 'idle', 'job', 'place']",empReview_72476781,5.0,Amazon,positive,positive,positive,Associate in Bangalore,2023-01-10,current employee,<1 yrs,0.0,0.657,0.343,0.875,0.0,1.0,0.0,0.0,0.4375,positive,negative,positive
"['salary', 'amazon', 'sde', '2']","['great', 'pay', 'scale', 'problem']","['many', 'perk', 'basic', 'salary', 'structure']",empReview_72477232,5.0,Amazon,positive,positive,neutral,II in Bangalore,2023-01-10,current employee,1-3 yrs,0.366,0.268,0.366,0.25,0.0,1.0,0.0,0.0,0.125,positive,negative,positive
['dsp'],"['good', 'pay', '4', 'day', 'work', 'week']","['con', 'share']",empReview_72477327,5.0,Amazon,neutral,neutral,neutral,"Alpharetta, GA",2023-01-10,former employee,,0.169,0.482,0.349,0.3612,0.297,0.405,0.297,0.0,0.1806,positive,negative,positive
"['fast-paced', 'work', 'culture']","['supportive', 'manager', 'steep', 'learn', 'curve', 'growth', 'hand']","['con', 'except', 'work', 'harder', 'company', 'insistence', 'amazon', ""'s"", 'growth', 'principles', 'become', 'cliche']",empReview_72100933,4.0,Amazon,neutral,neutral,neutral,1 in Bangalore,2022-12-24,former employee,<1 yrs,0.0,0.676,0.324,0.5859,0.086,0.745,0.169,0.2732,0.42955,positive,positive,positive
['amazon'],"['payscale', 'really', 'well', 'pay']","['hectic', 'schedule', 'work', 'life', 'balance', 'exist']",empReview_72101497,4.0,Amazon,neutral,neutral,neutral,Analyst in Hyderābād,2022-12-24,former employee,5-8 yrs,0.0,0.626,0.374,0.3384,0.0,1.0,0.0,0.0,0.1692,positive,negative,positive
